start_index,start_cycle_raw,start_cycle_normalized,start_slot4,edit_label,position,from_raw,to_raw,from_family,to_family,from_index,to_index,child_cycle_normalized,child_slot4,child_classification,child_confidence,child_best_action_distance,child_nearest_action_frames,child_action_match_frames,retained_bounded,frame2_d1,exact_frame2
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos4_o4_to_t4,4,o4,t4,o,t,4,4,o4 s2 t0 s0 t4 s4,t4,action-cell,nearest,3,"0,2",,True,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_o0,5,s4,o0,s,o,4,0,o0 o4 s0 t0 s2 o4,s2,unresolved,ambiguous,5,3,,False,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_o1,5,s4,o1,s,o,4,1,o1 o4 s0 t0 s2 o4,s2,unresolved,ambiguous,5,4,,False,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_o2,5,s4,o2,s,o,4,2,o2 o4 s0 t0 s2 o4,s2,unresolved,ambiguous,5,0,,False,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_o3,5,s4,o3,s,o,4,3,o3 o4 s0 t0 s2 o4,s2,unresolved,ambiguous,5,1,,False,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_o4,5,s4,o4,s,o,4,4,o4 o4 o4 s0 t0 s2,t0,objective-state,nearest,5,"0,2,4",,False,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_s0,5,s4,s0,s,s,4,0,o4 s0 o4 s0 t0 s2,t0,objective-state,nearest,4,2,,False,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_s2,5,s4,s2,s,s,4,2,o4 s0 t0 s2 o4 s2,o4,action-cell,nearest,2,2,,True,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_s3,5,s4,s3,s,s,4,3,o4 s0 t0 s2 o4 s3,o4,action-cell,nearest,2,2,,True,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_t0,5,s4,t0,s,t,4,0,o4 s0 t0 s2 o4 t0,o4,action-cell,nearest,2,2,,True,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_t3,5,s4,t3,s,t,4,3,o4 s0 t0 s2 o4 t3,o4,action-cell,nearest,2,2,,True,False,False
1,o4 s2 t0 s0 o4 s4,o4 s0 t0 s2 o4 s4,o4,edit_pos5_s4_to_t4,5,s4,t4,s,t,4,4,o4 s0 t0 s2 o4 t4,o4,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_o0,0,s2,o0,s,o,2,0,o0 s3 s4 o4 s0 t0,s0,unresolved,ambiguous,5,"1,3",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_o1,0,s2,o1,s,o,2,1,o1 s3 s4 o4 s0 t0,s0,unresolved,ambiguous,5,"1,4",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_o2,0,s2,o2,s,o,2,2,o2 s3 s4 o4 s0 t0,s0,unresolved,ambiguous,5,"0,1",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_o3,0,s2,o3,s,o,2,3,o3 s3 s4 o4 s0 t0,s0,action-cell,nearest,4,1,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_o4,0,s2,o4,s,o,2,4,o4 s0 t0 o4 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_s0,0,s2,s0,s,s,2,0,o4 s0 t0 s0 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_s3,0,s2,s3,s,s,2,3,o4 s0 t0 s3 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_s4,0,s2,s4,s,s,2,4,o4 s0 t0 s4 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_t0,0,s2,t0,s,t,2,0,o4 s0 t0 t0 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_t3,0,s2,t3,s,t,2,3,o4 s0 t0 t3 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos0_s2_to_t4,0,s2,t4,s,t,2,4,o4 s0 t0 t4 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_o0,1,t0,o0,t,o,0,0,o0 s0 o4 s4 s3 s2,s3,subjective-state,nearest,4,"3,4",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_o1,1,t0,o1,t,o,0,1,o1 s0 o4 s4 s3 s2,s3,unresolved,ambiguous,3,4,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_o2,1,t0,o2,t,o,0,2,o2 s0 o4 s4 s3 s2,s3,subjective-state,nearest,4,4,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_o3,1,t0,o3,t,o,0,3,o3 s0 o4 s4 s3 s2,s3,subjective-state,nearest,4,4,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_o4,1,t0,o4,t,o,0,4,o4 s0 o4 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_s0,1,t0,s0,t,s,0,0,o4 s0 s0 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_s2,1,t0,s2,t,s,0,2,o4 s0 s2 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_s3,1,t0,s3,t,s,0,3,o4 s0 s3 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_s4,1,t0,s4,t,s,0,4,o4 s0 s4 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_t3,1,t0,t3,t,t,0,3,o4 s0 t3 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos1_t0_to_t4,1,t0,t4,t,t,0,4,o4 s0 t4 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_o0,2,s0,o0,s,o,0,0,o0 o4 s4 s3 s2 t0,s2,unresolved,ambiguous,4,3,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_o1,2,s0,o1,s,o,0,1,o1 o4 s4 s3 s2 t0,s2,unresolved,ambiguous,5,"3,4",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_o2,2,s0,o2,s,o,0,2,o2 o4 s4 s3 s2 t0,s2,unresolved,ambiguous,5,"0,3",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_o3,2,s0,o3,s,o,0,3,o3 o4 s4 s3 s2 t0,s2,unresolved,ambiguous,5,"1,3",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_o4,2,s0,o4,s,o,0,4,o4 o4 s4 s3 s2 t0,s2,unresolved,ambiguous,5,"2,3",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_s2,2,s0,s2,s,s,0,2,o4 s2 t0 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_s3,2,s0,s3,s,s,0,3,o4 s3 t0 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_s4,2,s0,s4,s,s,0,4,o4 s4 s3 s2 t0 s4,t0,action-cell,nearest,3,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_t0,2,s0,t0,s,t,0,0,o4 s4 s3 s2 t0 t0,t0,unresolved,ambiguous,4,2,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_t3,2,s0,t3,s,t,0,3,o4 s4 s3 s2 t0 t3,t0,unresolved,ambiguous,4,2,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos2_s0_to_t4,2,s0,t4,s,t,0,4,o4 s4 s3 s2 t0 t4,t0,unresolved,ambiguous,4,2,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_o0,3,o4,o0,o,o,4,0,o0 s0 t0 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_o1,3,o4,o1,o,o,4,1,o1 s0 t0 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_o2,3,o4,o2,o,o,4,2,o2 s0 t0 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_o3,3,o4,o3,o,o,4,3,o3 s0 t0 s2 s3 s4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_s0,3,o4,s0,o,s,4,0,s0 s0 s4 s3 s2 t0,s2,action-cell,nearest,4,3,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_s2,3,o4,s2,o,s,4,2,s0 s2 s4 s3 s2 t0,s2,unresolved,ambiguous,5,"0,3",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_s3,3,o4,s3,o,s,4,3,s0 s3 s4 s3 s2 t0,s2,unresolved,ambiguous,5,"1,3",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_s4,3,o4,s4,o,s,4,4,s0 s4 s4 s3 s2 t0,s2,unresolved,ambiguous,5,3,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_t0,3,o4,t0,o,t,4,0,s0 t0 s2 s3 s4 t0,s4,objective-state,nearest,5,3,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_t3,3,o4,t3,o,t,4,3,s0 t0 s2 s3 s4 t3,s4,objective-state,nearest,5,3,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos3_o4_to_t4,3,o4,t4,o,t,4,4,s0 t0 s2 s3 s4 t4,s4,objective-state,nearest,5,3,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_o0,4,s4,o0,s,o,4,0,o0 o4 s0 t0 s2 s3,s2,unresolved,ambiguous,5,"0,3",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_o1,4,s4,o1,s,o,4,1,o1 o4 s0 t0 s2 s3,s2,unresolved,ambiguous,5,"0,4",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_o2,4,s4,o2,s,o,4,2,o2 o4 s0 t0 s2 s3,s2,action-cell,nearest,4,0,,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_o3,4,s4,o3,s,o,4,3,o3 o4 s0 t0 s2 s3,s2,unresolved,ambiguous,5,"0,1",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_o4,4,s4,o4,s,o,4,4,o4 o4 s0 t0 s2 s3,s2,unresolved,ambiguous,5,"0,2",,False,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_s0,4,s4,s0,s,s,4,0,o4 s0 s3 s2 t0 s0,t0,unresolved,ambiguous,3,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_s2,4,s4,s2,s,s,4,2,o4 s0 t0 s2 s3 s2,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_s3,4,s4,s3,s,s,4,3,o4 s0 t0 s2 s3 s3,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_t0,4,s4,t0,s,t,4,0,o4 s0 t0 s2 s3 t0,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_t3,4,s4,t3,s,t,4,3,o4 s0 t0 s2 s3 t3,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos4_s4_to_t4,4,s4,t4,s,t,4,4,o4 s0 t0 s2 s3 t4,s3,action-cell,nearest,2,2,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_o0,5,s3,o0,s,o,3,0,o0 s2 t0 s0 o4 s4,o4,action-cell,nearest,3,0,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_o1,5,s3,o1,s,o,3,1,o1 s2 t0 s0 o4 s4,o4,action-cell,nearest,3,0,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_o2,5,s3,o2,s,o,3,2,o2 s2 t0 s0 o4 s4,o4,action-cell,nearest,2,0,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_o3,5,s3,o3,s,o,3,3,o3 s2 t0 s0 o4 s4,o4,action-cell,nearest,3,0,,True,False,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_o4,5,s3,o4,s,o,3,4,o4 s0 t0 s2 o4 s4,o4,action-cell,nearest,1,2,,True,True,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_s0,5,s3,s0,s,s,3,0,o4 s0 t0 s2 s0 s4,s0,action-cell,nearest,1,2,,True,True,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_s2,5,s3,s2,s,s,3,2,o4 s0 t0 s2 s2 s4,s2,action-cell,nearest,1,2,,True,True,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_s4,5,s3,s4,s,s,3,4,o4 s0 t0 s2 s4 s4,s4,action-cell,nearest,1,2,,True,True,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_t0,5,s3,t0,s,t,3,0,o4 s0 t0 s2 t0 s4,t0,action-cell,nearest,1,2,,True,True,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_t3,5,s3,t3,s,t,3,3,o4 s0 t0 s2 t3 s4,t3,action-cell,nearest,1,2,,True,True,False
2,s2 t0 s0 o4 s4 s3,o4 s0 t0 s2 s3 s4,s3,edit_pos5_s3_to_t4,5,s3,t4,s,t,3,4,o4 s0 t0 s2 t4 s4,t4,action-cell,nearest,1,2,,True,True,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_o0,0,s2,o0,s,o,2,0,o0 s0 s4 o4 s0 t0,s0,action-cell,nearest,4,3,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_o1,0,s2,o1,s,o,2,1,o1 s0 s4 o4 s0 t0,s0,unresolved,ambiguous,5,"2,3,4",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_o2,0,s2,o2,s,o,2,2,o2 s0 s4 o4 s0 t0,s0,unresolved,ambiguous,5,"0,2,3",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_o3,0,s2,o3,s,o,2,3,o3 s0 s4 o4 s0 t0,s0,action-cell,nearest,5,"1,2,3",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_o4,0,s2,o4,s,o,2,4,o4 s0 s4 o4 s0 t0,s0,action-cell,nearest,4,2,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_s0,0,s2,s0,s,s,2,0,o4 s0 t0 s0 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_s3,0,s2,s3,s,s,2,3,o4 s0 t0 s3 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_s4,0,s2,s4,s,s,2,4,o4 s0 t0 s4 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_t0,0,s2,t0,s,t,2,0,o4 s0 t0 t0 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_t3,0,s2,t3,s,t,2,3,o4 s0 t0 t3 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos0_s2_to_t4,0,s2,t4,s,t,2,4,o4 s0 t0 t4 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_o0,1,t0,o0,t,o,0,0,o0 s0 o4 s4 s0 s2,s0,subjective-state,nearest,4,"3,4",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_o1,1,t0,o1,t,o,0,1,o1 s0 o4 s4 s0 s2,s0,unresolved,ambiguous,3,4,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_o2,1,t0,o2,t,o,0,2,o2 s0 o4 s4 s0 s2,s0,subjective-state,nearest,4,4,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_o3,1,t0,o3,t,o,0,3,o3 s0 o4 s4 s0 s2,s0,subjective-state,nearest,4,4,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_o4,1,t0,o4,t,o,0,4,o4 s0 o4 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_s0,1,t0,s0,t,s,0,0,o4 s0 s0 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_s2,1,t0,s2,t,s,0,2,o4 s0 s2 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_s3,1,t0,s3,t,s,0,3,o4 s0 s3 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_s4,1,t0,s4,t,s,0,4,o4 s0 s4 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_t3,1,t0,t3,t,t,0,3,o4 s0 t3 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos1_t0_to_t4,1,t0,t4,t,t,0,4,o4 s0 t4 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_o0,2,s0,o0,s,o,0,0,o0 o4 s4 s0 s2 t0,s2,unresolved,ambiguous,5,"0,3",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_o1,2,s0,o1,s,o,0,1,o1 o4 s4 s0 s2 t0,s2,unresolved,ambiguous,5,"0,4",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_o2,2,s0,o2,s,o,0,2,o2 o4 s4 s0 s2 t0,s2,unresolved,ambiguous,4,0,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_o3,2,s0,o3,s,o,0,3,o3 o4 s4 s0 s2 t0,s2,unresolved,ambiguous,5,"0,1",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_o4,2,s0,o4,s,o,0,4,o4 o4 s4 s0 s2 t0,s2,unresolved,ambiguous,5,"0,2",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_s2,2,s0,s2,s,s,0,2,o4 s2 t0 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_s3,2,s0,s3,s,s,0,3,o4 s3 t0 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_s4,2,s0,s4,s,s,0,4,o4 s4 s0 s2 t0 s4,t0,action-cell,nearest,3,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_t0,2,s0,t0,s,t,0,0,o4 s4 s0 s2 t0 t0,t0,unresolved,ambiguous,4,2,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_t3,2,s0,t3,s,t,0,3,o4 s4 s0 s2 t0 t3,t0,unresolved,ambiguous,4,2,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos2_s0_to_t4,2,s0,t4,s,t,0,4,o4 s4 s0 s2 t0 t4,t0,unresolved,ambiguous,4,2,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_o0,3,o4,o0,o,o,4,0,o0 s0 t0 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_o1,3,o4,o1,o,o,4,1,o1 s0 t0 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_o2,3,o4,o2,o,o,4,2,o2 s0 t0 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_o3,3,o4,o3,o,o,4,3,o3 s0 t0 s2 s0 s4,s0,action-cell,nearest,2,2,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_s0,3,o4,s0,o,s,4,0,s0 s0 s4 s0 s2 t0,s2,unresolved,ambiguous,5,"0,2,3",,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_s2,3,o4,s2,o,s,4,2,s0 s2 s4 s0 s2 t0,s2,action-cell,nearest,4,0,,False,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_s3,3,o4,s3,o,s,4,3,s0 s2 t0 s0 s3 s4,s3,action-cell,nearest,3,0,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_s4,3,o4,s4,o,s,4,4,s0 s2 t0 s0 s4 s4,s4,action-cell,nearest,3,0,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_t0,3,o4,t0,o,t,4,0,s0 s2 t0 s0 t0 s4,t0,action-cell,nearest,3,0,,True,False,False
3,s2 t0 s0 o4 s4 s0,o4 s0 t0 s2 s0 s4,s0,edit_pos3_o4_to_t3,3,o4,t3,o,t,4,3,s0 s2 t0 s0 t3 s4,t3,action-cell,nearest,2,0,,True,False,False
